Aysen del gen. Carlos Ibáñez del Campo;Cochrane;3.356;3.382;3.404;3.430;3.455;3.480
Aysen del gen. Carlos Ibáñez del Campo;Coyhaique;60.482;61.081;61.656;62.265;62.799;63.343
Aysen del gen. Carlos Ibáñez del Campo;Guaitecas;1.741;1.754;1.759;1.763;1.771;1.781
Aysen del gen. Carlos Ibáñez del Campo;Lago Verde;996;982;971;959;950;941
Aysen del gen. Carlos Ibáñez del Campo;O´Higgins;672;689;706;722;739;762
Aysen del gen. Carlos Ibáñez del Campo;Río Ibáñez;2.347;2.331;2.315;2.281;2.262;2.240
Aysen del gen. Carlos Ibáñez del Campo;Tortel;651;659;677;681;692;702
Magallanes;Antártica;192;196;201;209;214;222
Magallanes;Cabo de Hornos;2.828;2.869;2.904;2.949;2.987;3.035
Magallanes;Laguna Blanca;581;569;563;560;555;550
Magallanes;Natales;21.553;21.714;21.861;22.005;22.136;22.267
Magallanes;Porvenir;7.446;7.619;7.779;7.947;8.111;8.273
Magallanes;Primavera;531;520;514;505;500;495
Magallanes;Punta Arenas;130.165;130.738;131.297;131.783;132.236;132.654
Magallanes;Río Verde;121;109;101;95;86;79
Magallanes;San Gregorio;321;298;278;266;260;252
Magallanes;Timaukel;184;177;163;157;153;144
Magallanes;Torres del Paine;739;738;734;725;729;722
Santiago;Alhué;5.728;5.816;5.916;6.002;6.084;6.179
Santiago;Buin;83.211;84.651;86.079;87.491;88.895;90.292
Santiago;Calera de Tango;24.577;25.060;25.528;26.007;26.470;26.941
Santiago;Cerrillos;85.349;86.240;87.114;87.958;88.765;89.544
Santiago;Cerro Navia;158.299;158.506;158.641;158.723;158.729;158.670
Santiago;Colina;121.233;124.958;128.760;132.607;136.512;140.475
Santiago;Conchalí;141.089;141.185;141.225;141.206;141.129;140.988
Santiago;Curacaví;29.641;29.980;30.319;30.651;30.960;31.274
Santiago;El Bosque;193.915;194.555;195.106;195.555;195.909;196.166
Santiago;El Monte;35.673;36.377;37.061;37.754;38.440;39.125
Santiago;Estación Central;144.982;145.749;146.477;147.153;147.798;148.400
Santiago;Huechuraba;95.912;97.470;99.019;100.554;102.062;103.549
Santiago;Independencia;83.059;84.354;85.638;86.929;88.209;89.493
Santiago;Isla de Maipo;35.298;36.024;36.747;37.473;38.201;38.916
Santiago;La Cisterna;92.580;92.831;93.057;93.231;93.377;93.480
Santiago;La Florida;388.805;389.392;389.846;390.164;390.353;390.403
Santiago;La Granja;143.237;143.558;143.819;144.025;144.176;144.260
Santiago;La Pintana;212.656;213.702;214.663;215.543;216.330;217.034
Santiago;La Reina;101.548;101.614;101.641;101.627;101.589;101.518
Santiago;Lampa;86.975;91.936;97.124;102.571;108.270;114.237
Santiago;Las Condes;283.417;285.140;286.735;288.228;289.616;290.869
Santiago;Lo Barnechea;103.919;106.187;108.470;110.742;113.037;115.313
Santiago;Lo Espejo;120.014;120.145;120.218;120.247;120.230;120.148
Santiago;Lo Prado;112.879;113.146;113.370;113.539;113.669;113.748
Santiago;Macul;124.015;124.492;124.905;125.273;125.596;125.855
Santiago;Maipú;549.788;554.548;559.123;563.499;567.675;571.632
Santiago;María Pinto;12.901;13.066;13.238;13.406;13.561;13.728
Santiago;Melipilla;116.680;118.142;119.580;120.972;122.339;123.669
Santiago;Ñuñoa;220.779;225.109;229.434;233.739;238.014;242.287
Santiago;Padre Hurtado;55.909;57.287;58.675;60.088;61.494;62.906
Santiago;Paine;66.855;68.101;69.351;70.591;71.829;73.044
Santiago;Pedro Aguirre Cerda;122.304;122.462;122.579;122.636;122.641;122.600
Santiago;Peñaflor;89.892;91.635;93.397;95.138;96.876;98.603
Santiago;Peñalolén;242.766;243.847;244.800;245.621;246.310;246.871
Santiago;Pirque;21.998;22.403;22.805;23.194;23.595;23.979
Santiago;Providencia;147.533;149.165;150.742;152.268;153.748;155.166
Santiago;Pudahuel;233.252;235.629;237.938;240.165;242.328;244.395
Santiago;Puente Alto;610.118;617.914;625.553;633.021;640.317;647.428
Santiago;Quilicura;209.417;216.857;224.468;232.263;240.200;248.306
Santiago;Quinta Normal;114.958;115.592;116.217;116.816;117.377;117.930
Santiago;Recoleta;168.342;169.372;170.326;171.223;172.058;172.820
Santiago;Renca;151.500;152.399;153.266;154.059;154.791;155.465
Santiago;San Bernardo;297.262;300.435;303.520;306.505;309.391;312.169
Santiago;San Joaquín;104.327;104.588;104.837;105.054;105.256;105.409
Santiago;San José  de Maipo;15.003;15.083;15.147;15.209;15.274;15.329
Santiago;San Miguel;110.237;112.686;115.158;117.619;120.099;122.562
Santiago;San Pedro;9.621;9.765;9.907;10.051;10.186;10.323
Santiago;San Ramón;99.749;99.860;99.940;100.002;100.023;100.025
Santiago;Santiago;358.332;372.330;386.471;400.869;415.398;430.114
Santiago;Talagante;70.720;71.378;72.006;72.600;73.185;73.748
Santiago;Tiltil;17.599;17.773;17.940;18.104;18.251;18.409
Santiago;Vitacura;88.323;88.548;88.739;88.892;89.004;89.085
Los Rios;Corral;5.756;5.761;5.769;5.771;5.775;5.776
Los Rios;Futrono;16.489;16.564;16.636;16.709;16.779;16.830
